time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20180406:0700,15.02,85.2,510.0,560.13,193.0,335.8,0.55,24.0,99715.0
20180406:0800,16.75,68.95,691.0,739.25,177.0,326.4,0.9,114.0,99725.0
20180406:0900,17.87,61.95,778.0,717.1,217.0,310.6,0.69,116.0,99745.0
20180406:1000,18.8,56.65,833.0,759.99,209.0,306.4,0.9,122.0,99735.0
20180406:1100,19.52,53.55,667.0,363.46,373.0,316.4,1.31,134.0,99725.0
20180406:1200,19.75,52.4,623.0,388.4,333.0,318.4,1.59,146.0,99696.0
20180406:1300,19.69,52.45,439.0,194.18,315.0,322.4,1.59,152.0,99646.0
20180406:1400,19.28,53.6,269.0,81.3,229.0,315.2,0.9,158.0,99646.0
20180406:1500,18.94,55.55,158.0,69.41,136.0,327.4,0.14,183.0,99676.0
20180406:1600,18.42,58.65,7.0,0.0,7.0,327.0,0.28,291.0,99715.0
20180406:1700,18.03,60.65,0.0,-0.0,0.0,318.0,0.55,332.0,99785.0
20180406:1800,17.56,60.7,0.0,-0.0,0.0,326.4,0.97,338.0,99873.0
20180406:1900,16.27,65.0,0.0,-0.0,0.0,334.0,1.31,10.0,99953.0
20180406:2000,14.4,73.0,0.0,-0.0,0.0,326.8,1.86,17.0,99962.0
20180406:2100,13.75,76.4,0.0,-0.0,0.0,322.2,2.0,24.0,100012.0
20180406:2200,13.45,77.35,0.0,-0.0,0.0,315.4,1.59,20.0,99992.0
20180406:2300,13.0,77.7,0.0,-0.0,0.0,308.0,1.52,1.0,100051.0
20180407:0000,11.61,83.7,0.0,-0.0,0.0,319.8,1.79,347.0,100101.0
20180407:0100,10.86,86.5,0.0,-0.0,0.0,308.6,1.93,345.0,100061.0
20180407:0200,10.8,87.95,0.0,-0.0,0.0,326.0,1.93,350.0,100120.0
20180407:0300,10.97,88.1,0.0,-0.0,0.0,331.4,2.07,354.0,100180.0
20180407:0400,11.15,87.6,0.0,0.0,0.0,332.2,2.07,358.0,100229.0
20180407:0500,11.5,87.45,129.0,161.51,93.0,333.4,2.07,346.0,100338.0
20180407:0600,12.37,88.4,260.0,176.48,188.0,333.0,1.66,333.0,100338.0
20180407:0700,15.39,81.1,154.0,0.0,154.0,323.8,1.17,355.0,100387.0
20180407:0800,17.12,67.5,123.0,0.0,123.0,309.0,1.52,354.0,100397.0
20180407:0900,18.42,53.55,87.0,0.0,87.0,314.8,1.93,12.0,100417.0
20180407:1000,19.39,43.45,126.0,0.0,126.0,311.6,2.34,23.0,100446.0
20180407:1100,20.28,37.05,750.0,550.19,303.0,316.4,2.48,39.0,100437.0
20180407:1200,20.57,35.8,564.0,262.67,367.0,318.4,2.76,57.0,100417.0
20180407:1300,20.52,37.3,528.0,391.1,277.0,314.4,3.03,61.0,100397.0
20180407:1400,20.13,39.65,302.0,133.29,236.0,322.4,2.76,51.0,100367.0
20180407:1500,19.7,42.0,280.0,605.98,86.0,321.4,2.41,37.0,100397.0
20180407:1600,18.75,45.65,77.0,248.77,45.0,323.8,2.14,36.0,100397.0
20180407:1700,17.08,55.25,0.0,-0.0,0.0,311.2,1.59,47.0,100456.0
20180407:1800,16.34,53.65,0.0,-0.0,0.0,308.4,1.38,35.0,100526.0
20180407:1900,13.75,60.15,0.0,-0.0,0.0,293.0,2.34,11.0,100575.0
20180407:2000,13.1,62.55,0.0,-0.0,0.0,291.4,2.41,6.0,100575.0
20180407:2100,12.91,63.8,0.0,-0.0,0.0,289.4,2.07,3.0,100585.0
20180407:2200,12.28,66.4,0.0,-0.0,0.0,286.4,1.86,1.0,100624.0
20180407:2300,11.42,70.1,0.0,-0.0,0.0,284.2,1.79,2.0,100605.0
20180408:0000,10.06,76.35,0.0,-0.0,0.0,279.8,1.86,3.0,100595.0
20180408:0100,8.85,81.85,0.0,-0.0,0.0,276.4,2.0,357.0,100516.0
20180408:0200,8.1,85.7,0.0,-0.0,0.0,276.6,2.14,351.0,100506.0
20180408:0300,7.65,88.0,0.0,-0.0,0.0,277.4,2.14,350.0,100466.0
20180408:0400,7.25,88.5,0.0,0.0,0.0,272.2,2.28,349.0,100526.0
20180408:0500,8.43,86.95,182.0,504.39,67.0,271.6,2.41,346.0,100605.0
20180408:0600,12.17,77.65,317.0,351.22,172.0,270.4,2.07,344.0,100634.0
20180408:0700,15.9,64.15,551.0,684.98,157.0,279.8,1.66,326.0,100624.0
20180408:0800,18.28,51.25,703.0,745.77,178.0,284.6,1.38,306.0,100634.0
20180408:0900,19.81,44.35,802.0,766.7,196.0,289.4,0.83,298.0,100585.0
20180408:1000,20.81,41.3,858.0,811.02,186.0,291.8,0.07,226.0,100516.0
20180408:1100,21.32,41.75,838.0,790.5,193.0,296.4,0.9,130.0,100466.0
20180408:1200,21.4,43.05,775.0,811.09,164.0,299.4,1.59,134.0,100397.0
20180408:1300,21.14,44.75,654.0,804.69,135.0,301.0,1.59,139.0,100367.0
20180408:1400,20.79,46.4,488.0,770.62,104.0,302.8,1.17,151.0,100358.0
20180408:1500,20.28,48.7,247.0,374.26,126.0,299.8,0.97,157.0,100407.0
20180408:1600,19.22,56.35,81.0,265.36,46.0,298.4,1.1,152.0,100437.0
20180408:1700,16.96,65.0,0.0,-0.0,0.0,295.2,1.59,128.0,100506.0
20180408:1800,15.32,66.0,0.0,-0.0,0.0,292.2,1.86,105.0,100595.0
20180408:1900,14.94,61.45,0.0,-0.0,0.0,290.8,1.86,77.0,100654.0
20180408:2000,15.43,57.9,0.0,-0.0,0.0,287.2,1.52,72.0,100644.0
20180408:2100,14.86,59.35,0.0,-0.0,0.0,284.4,1.38,68.0,100634.0
20180408:2200,14.27,61.15,0.0,-0.0,0.0,282.2,1.17,51.0,100634.0
20180408:2300,13.62,63.65,0.0,-0.0,0.0,279.6,1.17,19.0,100575.0
20180409:0000,12.02,70.2,0.0,-0.0,0.0,277.8,1.24,356.0,100565.0
20180409:0100,10.11,78.05,0.0,-0.0,0.0,276.4,1.45,336.0,100516.0
20180409:0200,8.73,84.55,0.0,-0.0,0.0,275.0,1.59,327.0,100506.0
20180409:0300,8.58,85.6,0.0,-0.0,0.0,274.4,1.52,327.0,100466.0
20180409:0400,9.9,81.85,0.0,0.0,0.0,273.2,1.1,342.0,100466.0
20180409:0500,10.81,79.2,178.0,416.21,81.0,272.8,0.55,17.0,100526.0
20180409:0600,12.73,79.65,372.0,577.01,131.0,274.6,0.41,112.0,100545.0
20180409:0700,15.7,62.2,562.0,696.86,158.0,279.0,0.62,169.0,100565.0
20180409:0800,16.61,59.85,722.0,787.89,164.0,283.8,1.24,188.0,100555.0
20180409:0900,17.42,58.85,828.0,823.31,174.0,288.4,1.66,201.0,100545.0
20180409:1000,18.15,57.9,875.0,837.48,178.0,292.2,1.86,202.0,100437.0
20180409:1100,18.75,57.5,864.0,848.21,169.0,295.6,1.93,195.0,100387.0
20180409:1200,19.13,57.45,807.0,902.77,124.0,297.8,2.21,194.0,100318.0
20180409:1300,19.17,58.15,671.0,848.63,121.0,299.4,2.48,197.0,100279.0
20180409:1400,18.79,59.5,489.0,745.91,115.0,300.6,2.28,192.0,100229.0
20180409:1500,18.02,62.8,268.0,471.76,114.0,299.8,2.0,184.0,100209.0
20180409:1600,16.94,67.85,84.0,273.77,47.0,298.0,1.59,188.0,100200.0
20180409:1700,15.51,75.9,0.0,-0.0,0.0,295.8,1.1,192.0,100219.0
20180409:1800,15.08,74.95,0.0,-0.0,0.0,291.8,0.34,175.0,100259.0
20180409:1900,14.65,78.55,0.0,-0.0,0.0,290.4,0.34,49.0,100298.0
20180409:2000,13.95,81.2,0.0,-0.0,0.0,288.4,0.9,26.0,100298.0
20180409:2100,13.66,82.6,0.0,-0.0,0.0,287.2,0.97,7.0,100328.0
20180409:2200,13.1,84.0,0.0,-0.0,0.0,286.2,1.17,356.0,100318.0
20180409:2300,11.5,87.65,0.0,-0.0,0.0,285.4,1.45,353.0,100279.0
20180410:0000,10.57,89.65,0.0,-0.0,0.0,284.6,1.59,350.0,100239.0
20180410:0100,9.75,91.25,0.0,-0.0,0.0,283.4,1.66,349.0,100209.0
20180410:0200,9.06,93.45,0.0,-0.0,0.0,282.8,1.66,345.0,100180.0
20180410:0300,8.59,95.15,0.0,-0.0,0.0,283.0,1.52,339.0,100180.0
20180410:0400,8.42,95.35,0.0,0.0,0.0,282.6,1.38,333.0,100180.0
20180410:0500,8.4,98.85,175.0,378.05,85.0,302.6,1.1,329.0,100200.0
20180410:0600,12.65,88.7,370.0,553.93,136.0,303.6,0.69,328.0,100219.0
20180410:0700,16.33,65.15,556.0,672.68,163.0,289.2,0.14,221.0,100219.0
20180410:0800,17.52,60.5,715.0,760.8,173.0,293.8,1.1,164.0,100209.0
20180410:0900,18.15,60.5,809.0,765.43,198.0,297.6,1.86,160.0,100190.0
20180410:1000,18.51,60.55,864.0,809.92,187.0,301.0,2.21,161.0,100140.0
20180410:1100,18.61,61.05,862.0,852.01,161.0,303.6,2.34,162.0,100111.0
20180410:1200,18.56,62.0,801.0,888.43,126.0,304.8,2.28,164.0,100061.0
20180410:1300,18.4,62.45,675.0,875.3,105.0,305.0,1.93,166.0,100032.0
20180410:1400,18.21,62.5,484.0,717.59,122.0,303.2,1.59,185.0,100012.0
20180410:1500,17.98,63.0,280.0,543.16,101.0,302.0,1.24,202.0,99962.0
20180410:1600,17.24,66.8,42.0,14.45,40.0,301.0,0.97,184.0,99953.0
20180410:1700,15.74,81.5,0.0,-0.0,0.0,297.6,0.62,162.0,99953.0
20180410:1800,15.46,73.85,0.0,-0.0,0.0,293.2,0.34,53.0,99962.0
20180410:1900,15.39,76.7,0.0,-0.0,0.0,289.6,0.48,356.0,99962.0
20180410:2000,15.04,77.6,0.0,-0.0,0.0,290.2,0.97,315.0,100012.0
20180410:2100,14.78,78.0,0.0,-0.0,0.0,293.2,0.97,328.0,100022.0
20180410:2200,14.41,78.8,0.0,-0.0,0.0,289.6,0.76,326.0,100022.0
20180410:2300,13.96,80.0,0.0,-0.0,0.0,289.2,0.62,345.0,99953.0
20180411:0000,13.72,79.95,0.0,-0.0,0.0,296.2,0.55,2.0,99903.0
20180411:0100,13.69,79.4,0.0,-0.0,0.0,291.2,0.55,327.0,99883.0
20180411:0200,13.5,79.0,0.0,-0.0,0.0,283.8,0.69,334.0,99893.0
20180411:0300,13.15,78.7,0.0,-0.0,0.0,279.0,1.03,347.0,99883.0
20180411:0400,12.9,77.8,2.0,0.0,2.0,277.2,0.97,338.0,99844.0
20180411:0500,12.96,76.65,76.0,8.23,74.0,278.4,0.83,324.0,99913.0
20180411:0600,14.29,81.85,127.0,2.34,126.0,283.8,0.41,333.0,99923.0
20180411:0700,16.78,64.55,134.0,0.0,134.0,289.6,0.21,241.0,99972.0
20180411:0800,17.95,59.05,521.0,240.04,349.0,296.6,0.83,189.0,99962.0
20180411:0900,18.65,57.3,427.0,56.1,382.0,303.4,1.45,169.0,99943.0
20180411:1000,19.11,57.35,583.0,188.22,425.0,309.0,1.86,164.0,99903.0
20180411:1100,19.36,56.85,545.0,152.53,419.0,309.0,2.34,165.0,99873.0
20180411:1200,19.17,58.55,615.0,348.66,349.0,313.0,2.34,166.0,99834.0
20180411:1300,18.8,60.25,555.0,444.77,264.0,311.4,2.48,171.0,99804.0
20180411:1400,18.11,62.2,393.0,344.82,218.0,314.4,2.21,172.0,99765.0
20180411:1500,17.22,65.45,236.0,294.61,138.0,314.2,1.52,168.0,99785.0
20180411:1600,16.38,68.95,86.0,247.16,51.0,307.6,0.97,157.0,99775.0
20180411:1700,15.23,81.9,0.0,-0.0,0.0,304.8,0.55,153.0,99804.0
20180411:1800,14.92,75.95,0.0,-0.0,0.0,295.2,0.21,68.0,99824.0
20180411:1900,14.04,82.1,0.0,-0.0,0.0,291.6,0.07,24.0,99893.0
20180411:2000,13.8,83.75,0.0,-0.0,0.0,289.4,0.48,319.0,99903.0
20180411:2100,13.56,84.95,0.0,-0.0,0.0,288.4,0.69,312.0,99923.0
20180411:2200,13.3,86.0,0.0,-0.0,0.0,287.2,0.83,317.0,99943.0
20180411:2300,13.07,86.3,0.0,-0.0,0.0,286.6,0.97,320.0,99923.0
20180412:0000,12.68,86.4,0.0,-0.0,0.0,286.0,1.03,326.0,99923.0
20180412:0100,11.65,88.55,0.0,-0.0,0.0,285.6,1.17,333.0,99903.0
20180412:0200,11.03,90.1,0.0,-0.0,0.0,285.4,1.17,340.0,99903.0
20180412:0300,11.33,89.6,0.0,-0.0,0.0,284.8,0.97,347.0,99893.0
20180412:0400,11.3,89.35,7.0,0.0,7.0,283.0,0.62,6.0,99893.0
20180412:0500,11.8,87.6,185.0,387.22,89.0,283.0,0.41,43.0,99923.0
20180412:0600,14.07,84.35,385.0,583.61,133.0,288.0,0.55,105.0,99982.0
20180412:0700,16.02,76.75,573.0,704.87,155.0,302.8,0.62,152.0,100022.0
20180412:0800,17.18,72.5,725.0,764.64,174.0,311.4,1.03,138.0,100032.0
20180412:0900,18.09,70.25,833.0,815.3,176.0,318.2,1.38,133.0,100022.0
20180412:1000,18.8,68.15,883.0,844.66,171.0,316.4,1.79,142.0,99972.0
20180412:1100,19.06,67.0,862.0,823.52,179.0,312.8,2.14,158.0,99962.0
20180412:1200,19.05,66.35,801.0,861.57,141.0,313.6,2.07,166.0,99972.0
20180412:1300,19.04,65.3,667.0,809.38,135.0,313.2,1.72,165.0,99953.0
20180412:1400,18.87,64.2,483.0,683.63,134.0,309.6,1.59,162.0,99923.0
20180412:1500,18.27,65.2,273.0,464.68,117.0,307.6,1.38,158.0,99903.0
20180412:1600,17.34,68.95,94.0,303.83,50.0,304.4,0.9,144.0,99903.0
20180412:1700,16.05,82.45,0.0,-0.0,0.0,299.0,0.48,126.0,99943.0
20180412:1800,15.73,75.75,0.0,-0.0,0.0,292.6,0.14,85.0,99953.0
20180412:1900,15.25,77.55,0.0,-0.0,0.0,288.2,0.76,9.0,100032.0
20180412:2000,15.26,77.55,0.0,-0.0,0.0,286.4,0.55,320.0,100071.0
20180412:2100,14.82,79.45,0.0,-0.0,0.0,285.2,0.55,301.0,100091.0
20180412:2200,14.5,80.35,0.0,-0.0,0.0,285.0,0.62,348.0,100061.0
20180412:2300,14.24,80.6,0.0,-0.0,0.0,285.6,1.1,21.0,100071.0
20180413:0000,12.9,83.55,0.0,-0.0,0.0,286.6,1.31,20.0,100061.0
20180413:0100,12.66,83.35,0.0,-0.0,0.0,287.6,1.31,10.0,100032.0
20180413:0200,12.87,82.0,0.0,-0.0,0.0,288.8,1.24,1.0,100071.0
20180413:0300,13.44,79.5,0.0,-0.0,0.0,288.6,1.1,347.0,100091.0
20180413:0400,13.42,77.9,7.0,0.0,7.0,287.2,1.1,342.0,100101.0
20180413:0500,13.25,76.9,176.0,300.67,100.0,285.6,1.1,355.0,100130.0
20180413:0600,15.53,76.15,373.0,504.14,153.0,287.8,0.62,25.0,100160.0
20180413:0700,17.88,60.65,562.0,642.88,178.0,293.0,0.83,82.0,100209.0
20180413:0800,18.74,57.2,722.0,738.34,187.0,298.6,1.17,122.0,100239.0
20180413:0900,19.32,57.4,828.0,786.86,191.0,303.8,1.52,142.0,100269.0
20180413:1000,19.75,58.55,883.0,830.6,180.0,306.6,1.72,152.0,100249.0
20180413:1100,20.05,58.15,870.0,840.75,170.0,309.2,1.79,158.0,100259.0
20180413:1200,20.25,57.3,813.0,894.54,125.0,311.2,1.72,162.0,100249.0
20180413:1300,20.21,58.05,660.0,767.86,153.0,311.8,1.59,165.0,100219.0
20180413:1400,19.99,59.2,489.0,699.14,130.0,311.6,1.45,168.0,100209.0
20180413:1500,19.47,61.15,277.0,469.35,118.0,310.2,1.17,166.0,100190.0
20180413:1600,18.65,65.7,96.0,304.03,51.0,308.4,0.76,151.0,100190.0
20180413:1700,17.63,71.1,0.0,-0.0,0.0,305.0,0.28,142.0,100219.0
20180413:1800,17.13,71.6,0.0,-0.0,0.0,301.8,0.28,5.0,100249.0
20180413:1900,16.69,75.6,0.0,-0.0,0.0,297.8,0.76,350.0,100348.0
20180413:2000,15.88,77.35,0.0,-0.0,0.0,296.4,1.17,350.0,100367.0
20180413:2100,14.72,79.75,0.0,-0.0,0.0,295.2,1.31,356.0,100387.0
20180413:2200,13.73,81.2,0.0,-0.0,0.0,294.6,1.45,360.0,100387.0
20180413:2300,12.9,82.3,0.0,-0.0,0.0,294.0,1.52,359.0,100456.0
20180414:0000,11.96,84.0,0.0,-0.0,0.0,293.4,1.66,357.0,100486.0
20180414:0100,11.58,84.85,0.0,-0.0,0.0,292.8,1.66,358.0,100496.0
20180414:0200,11.26,84.85,0.0,-0.0,0.0,291.8,1.66,359.0,100535.0
20180414:0300,11.0,84.85,0.0,-0.0,0.0,291.6,1.66,359.0,100526.0
20180414:0400,10.56,85.55,10.0,0.0,10.0,290.6,1.66,357.0,100565.0
20180414:0500,11.47,86.15,189.0,361.09,96.0,291.6,1.38,353.0,100605.0
20180414:0600,16.29,75.7,375.0,496.7,156.0,295.2,0.9,357.0,100644.0
20180414:0700,19.49,60.75,573.0,669.94,170.0,305.8,0.76,45.0,100693.0
20180414:0800,20.62,55.6,713.0,697.3,205.0,312.6,0.83,127.0,100723.0
20180414:0900,21.17,55.7,822.0,757.51,206.0,319.2,1.45,162.0,100743.0
20180414:1000,21.41,58.0,852.0,726.09,235.0,325.6,1.72,174.0,100713.0
20180414:1100,21.64,59.5,835.0,721.5,232.0,331.4,1.72,181.0,100723.0
20180414:1200,21.9,59.95,749.0,663.1,237.0,330.4,1.79,183.0,100664.0
20180414:1300,21.84,61.6,656.0,738.82,166.0,340.4,1.66,182.0,100664.0
20180414:1400,21.7,63.05,487.0,673.85,139.0,336.2,1.45,183.0,100585.0
20180414:1500,21.32,65.05,282.0,485.67,116.0,337.6,1.17,186.0,100614.0
20180414:1600,20.6,69.35,97.0,284.41,54.0,334.4,0.62,183.0,100575.0
20180414:1700,19.9,71.15,0.0,-0.0,0.0,331.8,0.28,146.0,100693.0
20180414:1800,19.42,73.2,0.0,-0.0,0.0,339.2,0.21,95.0,100723.0
20180414:1900,18.95,74.35,0.0,-0.0,0.0,323.6,0.41,38.0,100773.0
20180414:2000,18.6,75.2,0.0,-0.0,0.0,321.8,0.69,65.0,100832.0
20180414:2100,17.14,79.35,0.0,-0.0,0.0,320.0,1.24,102.0,100842.0
20180414:2200,15.46,84.6,0.0,-0.0,0.0,324.4,1.52,124.0,100861.0
20180414:2300,15.15,86.45,0.0,-0.0,0.0,315.8,1.31,124.0,100881.0
20180415:0000,15.22,87.75,0.0,-0.0,0.0,310.4,0.9,102.0,100891.0
20180415:0100,14.78,89.9,0.0,-0.0,0.0,305.0,0.83,53.0,100822.0
20180415:0200,13.93,93.15,0.0,-0.0,0.0,301.8,1.03,13.0,100832.0
20180415:0300,13.07,94.9,0.0,-0.0,0.0,298.8,1.03,350.0,100792.0
20180415:0400,10.82,99.85,12.0,0.0,12.0,318.2,1.03,338.0,100871.0
20180415:0500,11.43,97.9,161.0,190.63,111.0,321.4,0.9,337.0,100901.0
20180415:0600,14.9,90.5,347.0,370.48,182.0,326.8,0.83,8.0,100931.0
20180415:0700,17.86,77.4,240.0,11.56,233.0,321.2,1.24,118.0,100980.0
20180415:0800,18.75,71.8,283.0,6.83,278.0,322.0,1.72,122.0,100990.0
20180415:0900,19.76,61.65,520.0,131.0,413.0,326.4,2.14,119.0,100960.0
20180415:1000,20.11,57.35,195.0,0.0,195.0,328.2,2.55,112.0,100881.0
20180415:1100,20.5,53.55,251.0,0.0,251.0,333.6,2.97,100.0,100842.0
20180415:1200,20.57,52.2,505.0,148.37,390.0,346.4,2.69,105.0,100842.0
20180415:1300,20.48,53.05,497.0,274.72,314.0,349.6,2.0,116.0,100852.0
20180415:1400,20.4,53.65,329.0,157.89,247.0,342.4,1.59,112.0,100852.0
20180415:1500,19.88,57.85,45.0,0.0,45.0,348.2,1.59,106.0,100773.0
20180415:1600,19.21,60.45,78.0,123.09,59.0,349.4,2.14,93.0,100664.0
20180415:1700,18.43,62.1,0.0,-0.0,0.0,344.2,2.48,87.0,100634.0
20180415:1800,17.69,64.5,0.0,-0.0,0.0,338.4,2.62,83.0,100684.0
20180415:1900,16.76,65.65,0.0,-0.0,0.0,319.8,2.34,95.0,100792.0
20180415:2000,15.54,70.0,0.0,-0.0,0.0,316.8,2.48,91.0,100792.0
20180415:2100,14.64,72.6,0.0,-0.0,0.0,311.0,2.62,80.0,100753.0
20180415:2200,14.16,73.75,0.0,-0.0,0.0,314.0,2.28,69.0,100743.0
20180415:2300,13.49,75.2,0.0,-0.0,0.0,304.8,2.21,56.0,100654.0
20180416:0000,12.67,77.4,0.0,-0.0,0.0,299.8,2.34,45.0,100654.0
20180416:0100,12.28,77.5,0.0,-0.0,0.0,305.0,2.48,37.0,100614.0
20180416:0200,12.12,76.75,0.0,-0.0,0.0,309.6,2.48,31.0,100555.0
20180416:0300,12.25,74.65,0.0,-0.0,0.0,312.4,1.79,20.0,100466.0
20180416:0400,12.55,72.95,7.0,0.0,7.0,299.4,1.17,355.0,100397.0
20180416:0500,13.55,68.9,53.0,0.0,53.0,298.6,0.76,359.0,100456.0
20180416:0600,15.71,68.35,111.0,0.0,111.0,301.6,0.76,36.0,100486.0
20180416:0700,16.8,60.05,107.0,0.0,107.0,339.2,1.38,92.0,100526.0
20180416:0800,18.19,47.65,335.0,24.45,317.0,325.2,1.38,114.0,100545.0
20180416:0900,19.41,39.6,245.0,0.0,245.0,312.8,1.72,133.0,100486.0
20180416:1000,19.79,38.9,161.0,0.0,161.0,318.4,2.14,135.0,100417.0
20180416:1100,19.91,40.15,229.0,0.0,229.0,323.8,2.48,137.0,100427.0
20180416:1200,19.71,41.45,420.0,61.69,372.0,338.4,2.21,133.0,100417.0
20180416:1300,18.88,45.2,174.0,0.0,174.0,348.0,1.59,171.0,100397.0
20180416:1400,17.48,53.6,93.0,0.0,93.0,351.4,1.17,224.0,100358.0
20180416:1500,15.48,70.6,56.0,0.0,56.0,358.2,0.97,316.0,100358.0
20180416:1600,14.67,77.7,61.0,38.09,55.0,349.0,2.14,9.0,100318.0
20180416:1700,14.35,78.25,0.0,-0.0,0.0,344.2,2.48,358.0,100259.0
20180416:1800,13.98,82.35,0.0,-0.0,0.0,348.6,1.72,322.0,100229.0
20180416:1900,14.89,71.25,0.0,-0.0,0.0,341.0,1.17,325.0,100308.0
20180416:2000,13.77,75.95,0.0,-0.0,0.0,335.0,1.59,264.0,100318.0
20180416:2100,14.14,74.95,0.0,-0.0,0.0,324.8,1.03,261.0,100338.0
20180416:2200,14.81,70.6,0.0,-0.0,0.0,315.6,0.34,57.0,100328.0
20180416:2300,12.08,83.3,0.0,-0.0,0.0,319.4,1.72,50.0,100358.0
20180417:0000,12.02,82.25,0.0,-0.0,0.0,316.0,2.48,50.0,100279.0
20180417:0100,11.79,82.25,0.0,-0.0,0.0,308.8,2.34,35.0,100259.0
20180417:0200,11.59,81.4,0.0,-0.0,0.0,297.4,1.86,2.0,100259.0
20180417:0300,10.97,84.7,0.0,-0.0,0.0,305.0,1.72,333.0,100288.0
20180417:0400,10.58,87.25,15.0,0.0,15.0,305.4,1.52,316.0,100298.0
20180417:0500,11.84,88.3,171.0,209.9,114.0,301.8,1.1,305.0,100348.0
20180417:0600,15.28,80.75,332.0,295.09,198.0,303.0,0.9,294.0,100387.0
20180417:0700,17.5,66.65,324.0,63.53,285.0,305.2,0.97,344.0,100417.0
20180417:0800,18.6,58.05,449.0,112.17,366.0,320.8,0.14,73.0,100407.0
20180417:0900,19.45,55.7,510.0,116.54,414.0,321.2,1.38,137.0,100427.0
20180417:1000,19.95,55.5,668.0,295.5,414.0,314.2,2.07,141.0,100387.0
20180417:1100,20.07,56.35,691.0,362.15,385.0,324.8,2.07,152.0,100427.0
20180417:1200,20.17,56.7,785.0,773.45,181.0,320.0,2.21,163.0,100367.0
20180417:1300,19.87,56.5,624.0,613.25,212.0,326.8,1.93,165.0,100367.0
20180417:1400,19.23,58.3,242.0,34.28,224.0,329.2,1.17,175.0,100338.0
20180417:1500,19.03,58.8,264.0,362.08,137.0,323.8,0.76,163.0,100367.0
20180417:1600,18.4,61.0,102.0,280.11,57.0,317.8,0.48,158.0,100397.0
20180417:1700,17.86,60.4,0.0,-0.0,0.0,322.6,0.14,155.0,100427.0
20180417:1800,17.19,63.95,0.0,-0.0,0.0,317.0,0.48,16.0,100496.0
20180417:1900,17.89,61.4,0.0,-0.0,0.0,310.2,0.07,45.0,100555.0
20180417:2000,17.49,63.15,0.0,-0.0,0.0,306.2,0.21,336.0,100634.0
20180417:2100,17.17,63.85,0.0,-0.0,0.0,307.8,0.55,360.0,100664.0
20180417:2200,16.73,64.65,0.0,-0.0,0.0,306.0,0.83,7.0,100703.0
20180417:2300,16.13,66.3,0.0,-0.0,0.0,301.2,1.03,7.0,100723.0
20180418:0000,15.15,69.9,0.0,-0.0,0.0,313.2,1.17,3.0,100723.0
20180418:0100,14.94,71.45,0.0,-0.0,0.0,299.2,1.03,357.0,100733.0
20180418:0200,13.71,75.75,0.0,-0.0,0.0,297.2,1.17,347.0,100743.0
20180418:0300,11.94,82.35,0.0,-0.0,0.0,298.0,1.38,342.0,100792.0
20180418:0400,10.88,87.6,19.0,0.0,19.0,293.0,1.45,341.0,100832.0
20180418:0500,11.98,88.9,213.0,423.77,96.0,293.4,1.24,339.0,100891.0
20180418:0600,16.14,78.0,399.0,543.24,150.0,298.0,0.69,334.0,100950.0
20180418:0700,18.09,65.95,588.0,678.2,169.0,304.2,0.14,234.0,100970.0
20180418:0800,19.11,63.15,730.0,719.49,195.0,309.8,1.03,176.0,100980.0
20180418:0900,19.75,62.8,843.0,794.33,186.0,314.0,1.59,164.0,100990.0
20180418:1000,20.28,60.6,877.0,777.8,206.0,323.0,1.86,158.0,100940.0
20180418:1100,20.26,62.05,868.0,801.98,188.0,338.4,2.34,174.0,100940.0
20180418:1200,20.07,64.4,795.0,792.34,174.0,346.4,2.14,186.0,100881.0
20180418:1300,20.34,63.55,693.0,862.71,111.0,332.0,1.86,192.0,100881.0
20180418:1400,20.19,63.5,483.0,619.4,156.0,339.6,1.59,205.0,100871.0
20180418:1500,19.82,65.15,295.0,511.74,114.0,341.2,1.24,216.0,100871.0
20180418:1600,19.48,66.7,115.0,378.57,53.0,347.6,0.76,233.0,100881.0
20180418:1700,18.78,71.0,0.0,-0.0,0.0,334.6,0.41,258.0,100881.0
20180418:1800,18.48,69.95,0.0,-0.0,0.0,338.8,0.34,318.0,100931.0
20180418:1900,18.57,73.15,0.0,-0.0,0.0,333.8,0.62,44.0,101020.0
20180418:2000,17.72,74.4,0.0,-0.0,0.0,316.2,1.03,59.0,101049.0
20180418:2100,15.82,77.95,0.0,-0.0,0.0,312.2,1.52,76.0,101118.0
20180418:2200,15.62,76.8,0.0,-0.0,0.0,306.6,1.45,90.0,101108.0
20180418:2300,16.16,74.4,0.0,-0.0,0.0,305.2,0.97,86.0,101128.0
20180419:0000,15.98,74.65,0.0,-0.0,0.0,304.2,0.55,50.0,101108.0
20180419:0100,15.32,76.6,0.0,-0.0,0.0,295.6,0.9,355.0,101108.0
20180419:0200,12.95,84.2,0.0,-0.0,0.0,294.8,1.31,342.0,101118.0
20180419:0300,11.49,89.8,0.0,-0.0,0.0,293.6,1.52,341.0,101128.0
20180419:0400,10.65,92.45,21.0,11.34,20.0,294.0,1.66,343.0,101148.0
20180419:0500,12.16,91.2,212.0,402.76,99.0,297.4,1.45,343.0,101148.0
20180419:0600,16.36,77.05,406.0,570.75,142.0,300.2,0.97,341.0,101158.0
20180419:0700,18.8,64.35,597.0,709.34,156.0,310.4,0.34,310.0,101168.0
